PERMNO;HdrCUSIP;Ticker;PERMCO;DlyCalDt;DlyRet
14542;02079K10;GOOG;45483;12-10-2023;-0.009951
14542;02079K10;GOOG;45483;13-10-2023;-0.012189
14542;02079K10;GOOG;45483;16-10-2023;0.013783
14542;02079K10;GOOG;45483;17-10-2023;0.003559
14542;02079K10;GOOG;45483;18-10-2023;-0.012129
14542;02079K10;GOOG;45483;19-10-2023;-0.002154
14542;02079K10;GOOG;45483;20-10-2023;-0.016117
14542;02079K10;GOOG;45483;23-10-2023;0.008483
14542;02079K10;GOOG;45483;24-10-2023;0.016099
14542;02079K10;GOOG;45483;25-10-2023;-0.095989
14542;02079K10;GOOG;45483;26-10-2023;-0.025499
14542;02079K10;GOOG;45483;27-10-2023;-0.000324
14542;02079K10;GOOG;45483;30-10-2023;0.019044
14542;02079K10;GOOG;45483;31-10-2023;-0.003579
14542;02079K10;GOOG;45483;1-11-2023;0.018117
14542;02079K10;GOOG;45483;2-11-2023;0.007917
14542;02079K10;GOOG;45483;3-11-2023;0.013921
14542;02079K10;GOOG;45483;6-11-2023;0.008284
14542;02079K10;GOOG;45483;7-11-2023;0.007227
14542;02079K10;GOOG;45483;8-11-2023;0.006495
14542;02079K10;GOOG;45483;9-11-2023;-0.011781
14542;02079K10;GOOG;45483;10-11-2023;0.017997
14542;02079K10;GOOG;45483;13-11-2023;-0.003133
14542;02079K10;GOOG;45483;14-11-2023;0.013394
14542;02079K10;GOOG;45483;15-11-2023;0.007015
14542;02079K10;GOOG;45483;16-11-2023;0.017011
14542;02079K10;GOOG;45483;17-11-2023;-0.012689
14542;02079K10;GOOG;45483;20-11-2023;0.007156
14542;02079K10;GOOG;45483;21-11-2023;0.005075
14542;02079K10;GOOG;45483;22-11-2023;0.0101
14542;02079K10;GOOG;45483;24-11-2023;-0.012855
14542;02079K10;GOOG;45483;27-11-2023;-0.00123
14542;02079K10;GOOG;45483;28-11-2023;0.004129
14542;02079K10;GOOG;45483;29-11-2023;-0.016015
14542;02079K10;GOOG;45483;30-11-2023;-0.018182
14542;02079K10;GOOG;45483;1-12-2023;-0.00448
14542;02079K10;GOOG;45483;4-12-2023;-0.020177
14542;02079K10;GOOG;45483;5-12-2023;0.013473
14542;02079K10;GOOG;45483;6-12-2023;-0.007251
14542;02079K10;GOOG;45483;7-12-2023;0.053412
14542;02079K10;GOOG;45483;8-12-2023;-0.013073
14542;02079K10;GOOG;45483;11-12-2023;-0.014198
14542;02079K10;GOOG;45483;12-12-2023;-0.007869
14542;02079K10;GOOG;45483;13-12-2023;0.002469
14542;02079K10;GOOG;45483;14-12-2023;-0.005748
14542;02079K10;GOOG;45483;15-12-2023;0.004805
14542;02079K10;GOOG;45483;18-12-2023;0.02503
14542;02079K10;GOOG;45483;19-12-2023;0.006633
14542;02079K10;GOOG;45483;20-12-2023;0.011296
14542;02079K10;GOOG;45483;21-12-2023;0.015323
14542;02079K10;GOOG;45483;22-12-2023;0.006488
14542;02079K10;GOOG;45483;26-12-2023;0.000701
14542;02079K10;GOOG;45483;27-12-2023;-0.009663
14542;02079K10;GOOG;45483;28-12-2023;-0.001131
14542;02079K10;GOOG;45483;29-12-2023;-0.002477
14542;02079K10;GOOG;45483;2-1-2024;-0.009721
14542;02079K10;GOOG;45483;3-1-2024;0.005732
14542;02079K10;GOOG;45483;4-1-2024;-0.016529
14542;02079K10;GOOG;45483;5-1-2024;-0.004709
14542;02079K10;GOOG;45483;8-1-2024;0.022855
14542;02079K10;GOOG;45483;9-1-2024;0.014445
14542;02079K10;GOOG;45483;10-1-2024;0.008698
14542;02079K10;GOOG;45483;11-1-2024;-0.000904
14542;02079K10;GOOG;45483;12-1-2024;0.003967
14542;02079K10;GOOG;45483;16-1-2024;-0.001109
14542;02079K10;GOOG;45483;17-1-2024;-0.008259
14542;02079K10;GOOG;45483;18-1-2024;0.014697
14542;02079K10;GOOG;45483;19-1-2024;0.020553
14542;02079K10;GOOG;45483;22-1-2024;-0.001757
14542;02079K10;GOOG;45483;23-1-2024;0.006567
14542;02079K10;GOOG;45483;24-1-2024;0.011232
14542;02079K10;GOOG;45483;25-1-2024;0.021882
14542;02079K10;GOOG;45483;26-1-2024;0.000976
14542;02079K10;GOOG;45483;29-1-2024;0.006827
14542;02079K10;GOOG;45483;30-1-2024;-0.01156
14542;02079K10;GOOG;45483;31-1-2024;-0.073505
14542;02079K10;GOOG;45483;1-2-2024;0.006417
14542;02079K10;GOOG;45483;2-2-2024;0.005816
14542;02079K10;GOOG;45483;5-2-2024;0.009684
14542;02079K10;GOOG;45483;6-2-2024;0.003312
14542;02079K10;GOOG;45483;7-2-2024;0.008734
14542;02079K10;GOOG;45483;8-2-2024;0.003681
14542;02079K10;GOOG;45483;9-2-2024;0.020378
14542;02079K10;GOOG;45483;12-2-2024;-0.009919
14542;02079K10;GOOG;45483;13-2-2024;-0.015868
14542;02079K10;GOOG;45483;14-2-2024;0.005261
14542;02079K10;GOOG;45483;15-2-2024;-0.021748
14542;02079K10;GOOG;45483;16-2-2024;-0.015145
14542;02079K10;GOOG;45483;20-2-2024;0.003104
14542;02079K10;GOOG;45483;21-2-2024;0.011533
14542;02079K10;GOOG;45483;22-2-2024;0.010289
14542;02079K10;GOOG;45483;23-2-2024;-0.000206
14542;02079K10;GOOG;45483;26-2-2024;-0.045013
14542;02079K10;GOOG;45483;27-2-2024;0.00973
14542;02079K10;GOOG;45483;28-2-2024;-0.019058
14542;02079K10;GOOG;45483;29-2-2024;0.0171
14542;02079K10;GOOG;45483;1-3-2024;-0.012162
14542;02079K10;GOOG;45483;4-3-2024;-0.0281
14542;02079K10;GOOG;45483;5-3-2024;-0.00313
14542;02079K10;GOOG;45483;6-3-2024;-0.009119
14542;02079K10;GOOG;45483;7-3-2024;0.020217
14542;02079K10;GOOG;45483;8-3-2024;0.007764
14542;02079K10;GOOG;45483;11-3-2024;0.019444
14542;02079K10;GOOG;45483;12-3-2024;0.004894
14542;02079K10;GOOG;45483;13-3-2024;0.008237
14542;02079K10;GOOG;45483;14-3-2024;0.025361
14542;02079K10;GOOG;45483;15-3-2024;-0.015034
14542;02079K10;GOOG;45483;18-3-2024;0.044383
14542;02079K10;GOOG;45483;19-3-2024;-0.003772
14542;02079K10;GOOG;45483;20-3-2024;0.011898
14542;02079K10;GOOG;45483;21-3-2024;-0.00628
14542;02079K10;GOOG;45483;22-3-2024;0.020371
14542;02079K10;GOOG;45483;25-3-2024;-0.004085
14542;02079K10;GOOG;45483;26-3-2024;0.003639
14542;02079K10;GOOG;45483;27-3-2024;0.001582
14542;02079K10;GOOG;45483;28-3-2024;0.002106
14542;02079K10;GOOG;45483;1-4-2024;0.027847
14542;02079K10;GOOG;45483;2-4-2024;-0.004026
14542;02079K10;GOOG;45483;3-4-2024;0.003208
14542;02079K10;GOOG;45483;4-4-2024;-0.02833
14542;02079K10;GOOG;45483;5-4-2024;0.013163
14542;02079K10;GOOG;45483;8-4-2024;0.014291
14542;02079K10;GOOG;45483;9-4-2024;0.012809
14542;02079K10;GOOG;45483;10-4-2024;-0.003035
14542;02079K10;GOOG;45483;11-4-2024;0.019853
14542;02079K10;GOOG;45483;12-4-2024;-0.009951
14542;02079K10;GOOG;45483;15-4-2024;-0.017966
14542;02079K10;GOOG;45483;16-4-2024;-0.002111
14542;02079K10;GOOG;45483;17-4-2024;0.005641
14542;02079K10;GOOG;45483;18-4-2024;0.003697
14542;02079K10;GOOG;45483;19-4-2024;-0.01105
14542;02079K10;GOOG;45483;22-4-2024;0.014321
14542;02079K10;GOOG;45483;23-4-2024;0.012472
14542;02079K10;GOOG;45483;24-4-2024;0.007379
14542;02079K10;GOOG;45483;25-4-2024;-0.019553
14542;02079K10;GOOG;45483;26-4-2024;0.099652
14542;02079K10;GOOG;45483;29-4-2024;-0.033335
14542;02079K10;GOOG;45483;30-4-2024;-0.019416
14542;02079K10;GOOG;45483;1-5-2024;0.005649
14542;02079K10;GOOG;45483;2-5-2024;0.017455
14542;02079K10;GOOG;45483;3-5-2024;0.003146
14542;02079K10;GOOG;45483;6-5-2024;0.004971
14542;02079K10;GOOG;45483;7-5-2024;0.018548
14542;02079K10;GOOG;45483;8-5-2024;-0.010521
14542;02079K10;GOOG;45483;9-5-2024;0.002454
14542;02079K10;GOOG;45483;10-5-2024;-0.007518
14542;02079K10;GOOG;45483;13-5-2024;0.003582
14542;02079K10;GOOG;45483;14-5-2024;0.006027
14542;02079K10;GOOG;45483;15-5-2024;0.011342
14542;02079K10;GOOG;45483;16-5-2024;0.008914
14542;02079K10;GOOG;45483;17-5-2024;0.010603
14542;02079K10;GOOG;45483;20-5-2024;0.006599
14542;02079K10;GOOG;45483;21-5-2024;0.006052
14542;02079K10;GOOG;45483;22-5-2024;-0.008577
14542;02079K10;GOOG;45483;23-5-2024;-0.016517
14542;02079K10;GOOG;45483;24-5-2024;0.007255
14542;02079K10;GOOG;45483;28-5-2024;0.009584
14542;02079K10;GOOG;45483;29-5-2024;-0.003483
14542;02079K10;GOOG;45483;30-5-2024;-0.021646
14542;02079K10;GOOG;45483;31-5-2024;0.002305
14542;02079K10;GOOG;45483;3-6-2024;0.002644
14542;02079K10;GOOG;45483;4-6-2024;0.004071
14542;02079K10;GOOG;45483;5-6-2024;0.011077
14542;02079K10;GOOG;45483;6-6-2024;0.007229
14542;02079K10;GOOG;45483;7-6-2024;-0.013457
14542;02079K10;GOOG;45483;10-6-2024;0.005001
14542;02079K10;GOOG;45483;11-6-2024;0.008832
14542;02079K10;GOOG;45483;12-6-2024;0.007688
